30,293.285276
35,290.0657262
40,286.9741063
45,283.4428306
50,279.4097001
55,277.8979936
60,276.0718698
65,260.6669751
70,244.3630759
75,232.2897473
80,225.3572148
85,223.2977626
90,224.5458296
95,228.1042704
100,233.1021994
105,238.8550659
110,244.9893127
115,251.0045844
120,256.8377609
125,262.2998597
130,267.5155767
135,272.7988683
140,278.3388676
145,283.8841233
150,289.182239
155,294.4220123
160,299.792932
165,304.8524444
170,309.66306
175,314.414284
180,318.5985782
185,323.0397648
190,327.2938025
195,330.9789254
200,334.6663945
205,338.6107714
210,342.6215243
215,346.125252
220,349.376063
225,352.5011163
230,356.0108464
235,359.3311023
240,362.653272
245,365.6576518
250,368.6636001
255,371.2230915
260,373.3995551
265,375.8330485
270,378.3957343
275,380.8313452
280,383.2038542
285,385.705669
290,388.0160052
295,390.0062074
300,391.9971008
305,394.1171993
310,395.980964
315,397.9739352
320,399.9032778
325,401.7689275
330,403.6351857
335,405.0513742
340,406.4035177
345,407.8848039
350,409.4309033
355,410.9129745
360,412.3309678
365,413.4914061
370,414.3296472
375,414.9745317
380,415.6194892
385,416.2000132
390,416.587062
395,416.8451091
400,417.0386521
405,416.9096227
410,416.7805963
415,416.7805963
420,416.7160841
425,416.587062
430,416.587062
435,416.3935343
440,416.1355076
445,416.0064986
450,416.0064986
455,415.8129906
460,415.6839889
465,415.5549901
470,415.7484894
475,415.9419952
480,416.0064986
485,416.2645195
490,416.3290265
495,416.3935343
500,416.3290265
505,416.2645195
510,416.3290265
515,415.9419952
520,415.1680113
525,413.8782713
530,412.1375844
535,410.3329878
540,408.4001239
545,406.4679135
550,404.6007307
555,402.6054507
560,400.675197
565,398.6812853
570,396.8166416
575,394.8240731
580,393.0249294
585,391.2905756
590,389.6209531
595,387.9518166
600,386.4756776
605,385.064074
610,383.716958
615,382.5625388
620,381.728936
625,380.7672369
630,379.8056989
635,378.9084087
640,378.0753361
645,377.4345932
650,376.7939218
655,376.2173786
660,375.3206485
665,372.247207
670,366.0413025
675,357.5430346
680,347.0811829
685,336.0020921
690,324.1188521
695,311.9431627
700,299.8561487
705,287.9203465
710,276.2607527
715,265.0013984
720,254.3908842
725,244.4256966
730,234.8524768
735,225.7941608
740,217.3107125
745,209.3996579
750,202.1208756
755,195.3478301
760,189.3269424
765,183.6840299
770,178.1083958
775,173.1566631
780,168.7036246
785,164.686379
790,160.9188106
795,157.3387392
800,154.0691723
805,150.9863161
810,148.0898818
815,145.5643512
820,143.2861295
825,141.1933935
830,138.9783531
835,137.071614
840,136.5181584
